DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	15q15.1	15	41170270		FAM92A1P1 - EXD1	ENSG00000157021	ENSG00000178997		5896	12455	rs12324159-?	rs12324159	0	12324159	regulatory_region_variant	1	NR	8E-14	13.096910013008056				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	15q15.1	15	41878308		SPTBN5			ENSG00000137877			rs747780-?	rs747780	0	747780	intron_variant	0	NR	3E-8	7.522878745280337				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	15q22.2	15	61184737		AC012404.1, RORA			ENSG00000259481, ENSG00000069667			rs4775373-?	rs4775373	0	4775373	intron_variant	0	NR	6E-11	10.221848749616356				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	15q22.31	15	66648746		LINC01169			ENSG00000259471			rs1440371-?	rs1440371	0	1440371	intron_variant	0	NR	7E-11	10.154901959985743				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	15q23	15	67236036		AAGAB			ENSG00000103591			rs7173826-?	rs7173826	0	7173826	missense_variant	0	NR	2E-7	6.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	15q23	15	69390577		PAQR5			ENSG00000137819			rs117539635-?	rs117539635	0	117539635	intron_variant	0	NR	2E-9	8.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	15q24.1	15	74770056		CYP1A2 - CSK	ENSG00000140505	ENSG00000103653		13449	12001	rs11072508-?	rs11072508	0	11072508	regulatory_region_variant	1	NR	5E-24	23.30102999566398				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	15q25.1	15	80723086		ABHD17C			ENSG00000136379			rs2627308-?	rs2627308	0	2627308	intron_variant	0	NR	1E-15	15.0				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	17q25.3	17	78796097		USP36			ENSG00000055483			rs1044486-?	rs1044486	0	1044486	3_prime_UTR_variant	0	NR	3E-10	9.522878745280337				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	17q25.3	17	81408117		BAHCC1			ENSG00000266074			rs6565564-?	rs6565564	0	6565564	intron_variant	0	NR	1E-8	8.0				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	18p11.32	18	773091		YES1			ENSG00000176105			rs7232858-?	rs7232858	0	7232858	intron_variant	0	NR	6E-8	7.221848749616356				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	18p11.32	18	1883793		AP005230.1			ENSG00000263745			rs313021-?	rs313021	0	313021	non_coding_transcript_exon_variant	0	NR	1E-8	8.0				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	18q11.2	18	23558901		NPC1			ENSG00000141458			rs2472610-?	rs2472610	0	2472610	intron_variant	0	NR	2E-10	9.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	18q12.3	18	44514546		LINC01478			ENSG00000267337			rs1877312-?	rs1877312	0	1877312	intron_variant	0	NR	5E-11	10.301029995663981				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	18q21.2	18	51266459		MEX3C - RNU1-46P	ENSG00000176624	ENSG00000207154		48155	17274	rs72915163-?	rs72915163	0	72915163	regulatory_region_variant	1	NR	1E-8	8.0				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	18q21.32	18	60252477		AC090771.1 - AC090621.1	ENSG00000267620	ENSG00000267401		54305	41674	rs113602013-?	rs113602013	0	113602013	regulatory_region_variant	1	NR	2E-8	7.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	19p13.3	19	1832318		REXO1			ENSG00000079313			rs8102879-?	rs8102879	0	8102879	intron_variant	0	NR	7E-10	9.154901959985743				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	19p13.3	19	4920402		UHRF1			ENSG00000276043			rs12972366-?	rs12972366	0	12972366	intron_variant	0	NR	6E-9	8.221848749616356				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	13q13.1	13	31671676		AL161616.1 - RXFP2	ENSG00000277319	ENSG00000133105		187977	67850	rs9603502-?	rs9603502	0	9603502	intergenic_variant	1	NR	2E-12	11.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	13q14.11	13	41275595		MTRF1 - RAC1P3	ENSG00000120662	ENSG00000231404		12018	12146	rs112684153-?	rs112684153	0	112684153	intergenic_variant	1	NR	4E-9	8.397940008672037				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	13q14.3	13	50532386		DLEU7, DLEU1			ENSG00000186047, ENSG00000176124			rs1239948-?	rs1239948	0	1239948	intron_variant	0	NR	1E-8	8.0				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	13q34	13	110221209		COL4A1			ENSG00000187498			rs675605-?	rs675605	0	675605	intron_variant	0	NR	5E-11	10.301029995663981				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	13q34	13	112981842		MCF2L			ENSG00000126217			rs9549328-?	rs9549328	0	9549328	intron_variant	0	NR	4E-9	8.397940008672037				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	13q34	13	113920848		LINC00452			ENSG00000229373			rs41284486-?	rs41284486	0	41284486	non_coding_transcript_exon_variant	0	NR	1E-7	7.0				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	13q34	13	114281830		UPF3A			ENSG00000169062			rs3752105-?	rs3752105	0	3752105	missense_variant	0	NR	8E-9	8.096910013008056				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	14q13.2	14	35401887		NFKBIA			ENSG00000100906			rs696-?	rs696	0	696	3_prime_UTR_variant	0	NR	2E-11	10.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	14q21.3	14	50188639		SOS2			ENSG00000100485			rs72681869-?	rs72681869	0	72681869	missense_variant	0	NR	2E-18	17.69897000433602				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	14q22.1	14	50626424		ATL1			ENSG00000198513			rs2356455-?	rs2356455	0	2356455	intron_variant	0	NR	9E-8	7.045757490560675				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	12q24.12	12	111446804		ATXN2, SH2B3			ENSG00000204842, ENSG00000111252			rs3184504-?	rs3184504	0	3184504	missense_variant	0	NR	3E-34	33.52287874528034				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	12q24.21	12	114940232		AC009804.1 - AC008125.1	ENSG00000274879	ENSG00000257958		10297	137093	rs10850407-?	rs10850407	0	10850407	intergenic_variant	1	NR	2E-11	10.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	12q24.21	12	115118062		AC008125.1 - AC078880.1	ENSG00000257958	ENSG00000257519		37909	145108	rs35429-?	rs35429	0	35429	intergenic_variant	1	NR	5E-24	23.30102999566398				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	12q24.31	12	120977112		HNF1A-AS1			ENSG00000241388			rs2255531-?	rs2255531	0	2255531	intron_variant	0	NR	1E-10	10.0				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	12q24.31	12	121473799		KDM2B			ENSG00000089094			rs10849891-?	rs10849891	0	10849891	intron_variant	0	NR	2E-13	12.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	12q24.33	12	132472014		AC079031.2 - FBRSL1	ENSG00000256875	ENSG00000112787		9158	17537	rs75588192-?	rs75588192	0	75588192	intergenic_variant	1	NR	4E-8	7.3979400086720375				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	12q24.33	12	133204577		ZNF268			ENSG00000090612			rs36174733-?	rs36174733	0	36174733	3_prime_UTR_variant	0	NR	3E-10	9.522878745280337				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	13q12.11	13	21740007		FGF9 - RN7SL766P	ENSG00000102678	ENSG00000244197		35509	50530	rs9506725-?	rs9506725	0	9506725	intergenic_variant	1	NR	8E-11	10.096910013008056				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	13q12.11	13	22596235		AL136962.1		ENSG00000232187			99788	rs9317097-?	rs9317097	0	9317097	regulatory_region_variant	0	NR	5E-8	7.301029995663981				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	13q12.3	13	29580212		SLC7A1			ENSG00000139514			rs3803266-?	rs3803266	0	3803266	intron_variant	0	NR	7E-10	9.154901959985743				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11p11.2	11	43786724		HSD17B12, AC068205.2			ENSG00000149084, ENSG00000283341			rs35521277-?	rs35521277	0	35521277	intron_variant	0	NR	3E-11	10.522878745280337				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11p11.2	11	47340914		MYBPC3			ENSG00000134571			rs10769254-?	rs10769254	0	10769254	intron_variant	0	NR	1E-15	15.0				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11p11.2	11	47593023		C1QTNF4			ENSG00000172247			rs11601694-?	rs11601694	0	11601694	intron_variant	0	NR	2E-9	8.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11q11	11	55100378		OR4A6P - TRIM48	ENSG00000255078	ENSG00000150244		374562	161804	rs74966104-?	rs74966104	0	74966104	intergenic_variant	1	NR	2E-8	7.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11q12.1	11	58641214		GLYAT			ENSG00000149124			rs11229555-?	rs11229555	0	11229555	intron_variant	0	NR	2E-9	8.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11q12.2	11	61505093		AP003108.1 - MIR4488	ENSG00000255931	ENSG00000266006		5017	3503	rs7125196-?	rs7125196	0	7125196	intergenic_variant	1	NR	9E-10	9.045757490560675				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11q13.1	11	64161743		MACROD1			ENSG00000133315			rs11231711-?	rs11231711	0	11231711	intron_variant	0	NR	1E-10	10.0				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11q13.1	11	65067943		CDCA5			ENSG00000146670			rs3850946-?	rs3850946	0	3850946	intron_variant	0	NR	5E-8	7.301029995663981				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11q13.1	11	65799248		AP001266.1 - CFL1	ENSG00000255404	ENSG00000172757		2029	23774	rs557675-?	rs557675	0	557675	intergenic_variant	1	NR	6E-16	15.221848749616356				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11q13.3	11	69312240		MYEOV			ENSG00000172927			rs67330701-?	rs67330701	0	67330701	intron_variant	0	NR	3E-8	7.522878745280337				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	7p15.2	7	27206274		RF02043, HOTTIP			ENSG00000277553, ENSG00000243766			rs3735533-?	rs3735533	0	3735533	non_coding_transcript_exon_variant	0	NR	9E-17	16.045757490560675				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	7p15.2	7	27532326		HIBADH			ENSG00000106049			rs11767188-?	rs11767188	0	11767188	intron_variant	0	NR	3E-8	7.522878745280337				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
